ekran	durum	tur	oran	zemin	on	yol	metin
ana-kucult	edilgen	simge	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#MaximizeGlyph @Button#BtnMaximize	MaximizeGlyph
ana-donustur	dinlenik	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabPlayer	TabIcon
ana-donustur	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabPlayer	Player
ana-donustur	dinlenik	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabShrink	TabIcon
ana-donustur	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabShrink	Shrink
ana-donustur	dinlenik	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabControl#Tabs	TabIcon
ana-donustur	dinlenik	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabRecorder	TabIcon
ana-donustur	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabRecorder	Recorder
ana-donustur	dinlenik	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabAdvanced	TabIcon
ana-donustur	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabAdvanced	Advanced
ana-donustur	dinlenik	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabSettings	TabIcon
ana-donustur	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabSettings	Settings
ana-donustur	dinlenik	yazi	14.74	#020706	#00F3FF	Border#TitleBarLayer > Grid#TitleBarContent > StackPanel#TitleBrand > TextBlock#TxtAppName	VidShrink
ana-donustur	dinlenik	yazi	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock	English
ana-donustur	dinlenik	simge	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > Path @Button#BtnGitHub	Path
ana-donustur	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtGitHub @Button#BtnGitHub	Teknesyum
ana-donustur	dinlenik	simge	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnMinimize	Path
ana-donustur	dinlenik	simge	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#MaximizeGlyph @Button#BtnMaximize	MaximizeGlyph
ana-donustur	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtUpdateBadge @Button#BtnUpdateBadge	Örnek 0.9
ana-donustur	pressed	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabPlayer	TabIcon
ana-donustur	pressed	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabPlayer	Player
ana-donustur	focus-visible	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabPlayer	TabIcon
ana-donustur	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabPlayer	Player
ana-donustur	selected	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabPlayer	TabIcon
ana-donustur	selected	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabPlayer	Player
ana-donustur	pressed	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabShrink	TabIcon
ana-donustur	pressed	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabShrink	Shrink
ana-donustur	focus-visible	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabShrink	TabIcon
ana-donustur	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabShrink	Shrink
ana-donustur	selected	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabShrink	TabIcon
ana-donustur	selected	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabShrink	Shrink
ana-donustur	pressed	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabControl#Tabs	TabIcon
ana-donustur	focus-visible	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabControl#Tabs	TabIcon
ana-donustur	selected	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabControl#Tabs	TabIcon
ana-donustur	pressed	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabRecorder	TabIcon
ana-donustur	pressed	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabRecorder	Recorder
ana-donustur	focus-visible	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabRecorder	TabIcon
ana-donustur	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabRecorder	Recorder
ana-donustur	selected	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabRecorder	TabIcon
ana-donustur	selected	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabRecorder	Recorder
ana-donustur	pressed	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabAdvanced	TabIcon
ana-donustur	pressed	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabAdvanced	Advanced
ana-donustur	focus-visible	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabAdvanced	TabIcon
ana-donustur	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabAdvanced	Advanced
ana-donustur	selected	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabAdvanced	TabIcon
ana-donustur	selected	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabAdvanced	Advanced
ana-donustur	pressed	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabSettings	TabIcon
ana-donustur	pressed	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabSettings	Settings
ana-donustur	focus-visible	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabSettings	TabIcon
ana-donustur	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabSettings	Settings
ana-donustur	selected	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabSettings	TabIcon
ana-donustur	selected	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabSettings	Settings
ana-donustur	pressed	yazi	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtUpdateBadge @Button#BtnUpdateBadge	Örnek 0.9
ana-donustur	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtUpdateBadge @Button#BtnUpdateBadge	Örnek 0.9
ana-donustur	pointerover	yazi	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock	English
ana-donustur	focus-visible	yazi	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock	English
ana-donustur	edilgen	yazi	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock	English
ana-donustur	pressed	simge	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > Path @Button#BtnGitHub	Path
ana-donustur	pressed	yazi	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtGitHub @Button#BtnGitHub	Teknesyum
ana-donustur	focus-visible	simge	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > Path @Button#BtnGitHub	Path
ana-donustur	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtGitHub @Button#BtnGitHub	Teknesyum
ana-donustur	focus-visible	simge	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnMinimize	Path
ana-donustur	edilgen	simge	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnMinimize	Path
ana-donustur	focus-visible	simge	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#MaximizeGlyph @Button#BtnMaximize	MaximizeGlyph
ana-donustur	edilgen	simge	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#MaximizeGlyph @Button#BtnMaximize	MaximizeGlyph
ana-kaydedici	dinlenik	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabPlayer	TabIcon
ana-kaydedici	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabPlayer	Player
ana-kaydedici	dinlenik	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabShrink	TabIcon
ana-kaydedici	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabShrink	Shrink
ana-kaydedici	dinlenik	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabControl#Tabs	TabIcon
ana-kaydedici	dinlenik	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabRecorder	TabIcon
ana-kaydedici	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabRecorder	Recorder
ana-kaydedici	dinlenik	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabAdvanced	TabIcon
ana-kaydedici	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabAdvanced	Advanced
ana-kaydedici	dinlenik	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabSettings	TabIcon
ana-kaydedici	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabSettings	Settings
ana-kaydedici	dinlenik	yazi	14.74	#020706	#00F3FF	Border#TitleBarLayer > Grid#TitleBarContent > StackPanel#TitleBrand > TextBlock#TxtAppName	VidShrink
ana-kaydedici	dinlenik	yazi	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock	English
ana-kaydedici	dinlenik	simge	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > Path @Button#BtnGitHub	Path
ana-kaydedici	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtGitHub @Button#BtnGitHub	Teknesyum
ana-kaydedici	dinlenik	simge	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnMinimize	Path
ana-kaydedici	dinlenik	simge	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#MaximizeGlyph @Button#BtnMaximize	MaximizeGlyph
ana-kaydedici	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtUpdateBadge @Button#BtnUpdateBadge	Örnek 0.9
ana-kaydedici	pressed	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabPlayer	TabIcon
ana-kaydedici	pressed	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabPlayer	Player
ana-kaydedici	focus-visible	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabPlayer	TabIcon
ana-kaydedici	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabPlayer	Player
ana-kaydedici	selected	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabPlayer	TabIcon
ana-kaydedici	selected	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabPlayer	Player
ana-kaydedici	pressed	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabShrink	TabIcon
ana-kaydedici	pressed	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabShrink	Shrink
ana-kaydedici	focus-visible	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabShrink	TabIcon
ana-kaydedici	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabShrink	Shrink
ana-kaydedici	selected	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabShrink	TabIcon
ana-kaydedici	selected	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabShrink	Shrink
ana-kaydedici	pressed	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabControl#Tabs	TabIcon
ana-kaydedici	focus-visible	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabControl#Tabs	TabIcon
ana-kaydedici	selected	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabControl#Tabs	TabIcon
ana-kaydedici	pressed	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabRecorder	TabIcon
ana-kaydedici	pressed	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabRecorder	Recorder
ana-kaydedici	focus-visible	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabRecorder	TabIcon
ana-kaydedici	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabRecorder	Recorder
ana-kaydedici	selected	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabRecorder	TabIcon
ana-kaydedici	selected	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabRecorder	Recorder
ana-kaydedici	pressed	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabAdvanced	TabIcon
ana-kaydedici	pressed	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabAdvanced	Advanced
ana-kaydedici	focus-visible	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabAdvanced	TabIcon
ana-kaydedici	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabAdvanced	Advanced
ana-kaydedici	selected	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabAdvanced	TabIcon
ana-kaydedici	selected	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabAdvanced	Advanced
ana-kaydedici	pressed	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabSettings	TabIcon
ana-kaydedici	pressed	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabSettings	Settings
ana-kaydedici	focus-visible	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabSettings	TabIcon
ana-kaydedici	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabSettings	Settings
ana-kaydedici	selected	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabSettings	TabIcon
ana-kaydedici	selected	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabSettings	Settings
ana-kaydedici	pressed	yazi	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtUpdateBadge @Button#BtnUpdateBadge	Örnek 0.9
ana-kaydedici	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtUpdateBadge @Button#BtnUpdateBadge	Örnek 0.9
ana-kaydedici	pointerover	yazi	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock	English
ana-kaydedici	focus-visible	yazi	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock	English
ana-kaydedici	edilgen	yazi	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock	English
ana-kaydedici	pressed	simge	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > Path @Button#BtnGitHub	Path
ana-kaydedici	pressed	yazi	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtGitHub @Button#BtnGitHub	Teknesyum
ana-kaydedici	focus-visible	simge	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > Path @Button#BtnGitHub	Path
ana-kaydedici	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtGitHub @Button#BtnGitHub	Teknesyum
ana-kaydedici	focus-visible	simge	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnMinimize	Path
ana-kaydedici	edilgen	simge	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnMinimize	Path
ana-kaydedici	focus-visible	simge	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#MaximizeGlyph @Button#BtnMaximize	MaximizeGlyph
ana-kaydedici	edilgen	simge	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#MaximizeGlyph @Button#BtnMaximize	MaximizeGlyph
ana-gelismis	dinlenik	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabPlayer	TabIcon
ana-gelismis	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabPlayer	Player
ana-gelismis	dinlenik	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabShrink	TabIcon
ana-gelismis	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabShrink	Shrink
ana-gelismis	dinlenik	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabControl#Tabs	TabIcon
ana-gelismis	dinlenik	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabRecorder	TabIcon
ana-gelismis	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabRecorder	Recorder
ana-gelismis	dinlenik	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabAdvanced	TabIcon
ana-gelismis	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabAdvanced	Advanced
ana-gelismis	dinlenik	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabSettings	TabIcon
ana-gelismis	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabSettings	Settings
ana-gelismis	dinlenik	yazi	14.74	#020706	#00F3FF	Border#TitleBarLayer > Grid#TitleBarContent > StackPanel#TitleBrand > TextBlock#TxtAppName	VidShrink
ana-gelismis	dinlenik	yazi	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock	English
ana-gelismis	dinlenik	simge	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > Path @Button#BtnGitHub	Path
ana-gelismis	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtGitHub @Button#BtnGitHub	Teknesyum
ana-gelismis	dinlenik	simge	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnMinimize	Path
ana-gelismis	dinlenik	simge	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#MaximizeGlyph @Button#BtnMaximize	MaximizeGlyph
ana-gelismis	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtUpdateBadge @Button#BtnUpdateBadge	Örnek 0.9
ana-gelismis	pressed	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabPlayer	TabIcon
ana-gelismis	pressed	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabPlayer	Player
ana-gelismis	focus-visible	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabPlayer	TabIcon
ana-gelismis	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabPlayer	Player
ana-gelismis	selected	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabPlayer	TabIcon
ana-gelismis	selected	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabPlayer	Player
ana-gelismis	pressed	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabShrink	TabIcon
ana-gelismis	pressed	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabShrink	Shrink
ana-gelismis	focus-visible	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabShrink	TabIcon
ana-gelismis	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabShrink	Shrink
ana-gelismis	selected	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabShrink	TabIcon
ana-gelismis	selected	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabShrink	Shrink
ana-gelismis	pressed	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabControl#Tabs	TabIcon
ana-gelismis	focus-visible	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabControl#Tabs	TabIcon
ana-gelismis	selected	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabControl#Tabs	TabIcon
ana-gelismis	pressed	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabRecorder	TabIcon
ana-gelismis	pressed	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabRecorder	Recorder
ana-gelismis	focus-visible	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabRecorder	TabIcon
ana-gelismis	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabRecorder	Recorder
ana-gelismis	selected	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabRecorder	TabIcon
ana-gelismis	selected	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabRecorder	Recorder
ana-gelismis	pressed	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabAdvanced	TabIcon
ana-gelismis	pressed	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabAdvanced	Advanced
ana-gelismis	focus-visible	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabAdvanced	TabIcon
ana-gelismis	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabAdvanced	Advanced
