ekran	durum	tur	oran	zemin	on	yol	metin
ana-kaydedici	dinlenik	yazi	18.69	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnNoticeDismiss	×
ana-kaydedici	pointerover	yazi	18.69	#121216	#FFFFFF	Grid > ContentControl#SelectionBox > ContentPresenter#PART_ContentPresenter > TextBlock @ContentControl#SelectionBox	Whole Screen
ana-kaydedici	pressed	yazi	18.69	#121216	#FFFFFF	Grid > ContentControl#SelectionBox > ContentPresenter#PART_ContentPresenter > TextBlock @ContentControl#SelectionBox	Whole Screen
ana-kaydedici	focus-visible	yazi	18.69	#121216	#FFFFFF	Grid > ContentControl#SelectionBox > ContentPresenter#PART_ContentPresenter > TextBlock @ContentControl#SelectionBox	Whole Screen
ana-kaydedici	pointerover	yazi	18.69	#121216	#FFFFFF	ScrollViewer#PART_ScrollViewer > Grid > ScrollContentPresenter#PART_ContentPresenter > TextPresenter#PART_TextPresenter @ScrollViewer#PART_ScrollViewer	0
ana-kaydedici	pressed	yazi	18.69	#121216	#FFFFFF	ScrollViewer#PART_ScrollViewer > Grid > ScrollContentPresenter#PART_ContentPresenter > TextPresenter#PART_TextPresenter @ScrollViewer#PART_ScrollViewer	0
ana-kaydedici	focus-visible	yazi	18.69	#121216	#FFFFFF	ScrollViewer#PART_ScrollViewer > Grid > ScrollContentPresenter#PART_ContentPresenter > TextPresenter#PART_TextPresenter @ScrollViewer#PART_ScrollViewer	0
ana-kaydedici	focus-visible	yazi	18.69	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnAppliedDismiss	×
ana-kaydedici	focus-visible	yazi	18.69	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnNoticeDismiss	×
ana-gelismis	dinlenik	yazi	18.69	#121216	#FFFFFF	Border#AppliedNotice > Grid > WrapPanel#AppliedNoticeText > TextBlock#TxtAppliedLead @TabControl#Tabs	Updated to a new version
ana-gelismis	dinlenik	yazi	18.69	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnAppliedDismiss	×
ana-gelismis	dinlenik	yazi	18.69	#121216	#FFFFFF	StackPanel > Grid > WrapPanel#UpdateNoticeText > TextBlock#TxtNoticeLead @TabControl#Tabs	A new version is available
ana-gelismis	dinlenik	yazi	18.69	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnNoticeDismiss	×
ana-gelismis	focus-visible	yazi	18.69	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnAppliedDismiss	×
ana-gelismis	focus-visible	yazi	18.69	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnNoticeDismiss	×
ana-ayarlar	dinlenik	yazi	18.69	#121216	#FFFFFF	Grid > ContentControl#SelectionBox > ContentPresenter#PART_ContentPresenter > TextBlock @ContentControl#SelectionBox	English
ana-ayarlar	dinlenik	yazi	18.69	#111216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnResetOutputName	Default
ana-ayarlar	dinlenik	yazi	18.69	#121216	#FFFFFF	Border#AppliedNotice > Grid > WrapPanel#AppliedNoticeText > TextBlock#TxtAppliedLead @TabControl#Tabs	Updated to a new version
ana-ayarlar	dinlenik	yazi	18.69	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnAppliedDismiss	×
ana-ayarlar	dinlenik	yazi	18.69	#121216	#FFFFFF	StackPanel > Grid > WrapPanel#UpdateNoticeText > TextBlock#TxtNoticeLead @TabControl#Tabs	A new version is available
ana-ayarlar	dinlenik	yazi	18.69	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnNoticeDismiss	×
ana-ayarlar	pointerover	yazi	18.69	#121216	#FFFFFF	Grid > ContentControl#SelectionBox > ContentPresenter#PART_ContentPresenter > TextBlock @ContentControl#SelectionBox	English
ana-ayarlar	pressed	yazi	18.69	#121216	#FFFFFF	Grid > ContentControl#SelectionBox > ContentPresenter#PART_ContentPresenter > TextBlock @ContentControl#SelectionBox	English
ana-ayarlar	focus-visible	yazi	18.69	#121216	#FFFFFF	Grid > ContentControl#SelectionBox > ContentPresenter#PART_ContentPresenter > TextBlock @ContentControl#SelectionBox	English
ana-ayarlar	focus-visible	yazi	18.69	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnAppliedDismiss	×
ana-ayarlar	focus-visible	yazi	18.69	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnNoticeDismiss	×
kucultme-isi	dinlenik	yazi	18.69	#121216	#FFFFFF	Grid > ContentControl#SelectionBox > ContentPresenter#PART_ContentPresenter > TextBlock @ContentControl#SelectionBox	Hiçbir Şey Yapma
kucultme-isi	pointerover	yazi	18.69	#121216	#FFFFFF	Grid > ContentControl#SelectionBox > ContentPresenter#PART_ContentPresenter > TextBlock @ContentControl#SelectionBox	Hiçbir Şey Yapma
kucultme-isi	pressed	yazi	18.69	#121216	#FFFFFF	Grid > ContentControl#SelectionBox > ContentPresenter#PART_ContentPresenter > TextBlock @ContentControl#SelectionBox	Hiçbir Şey Yapma
kucultme-isi	focus-visible	yazi	18.69	#121216	#FFFFFF	Grid > ContentControl#SelectionBox > ContentPresenter#PART_ContentPresenter > TextBlock @ContentControl#SelectionBox	Hiçbir Şey Yapma
acilir-liste	dinlenik	yazi	18.69	#121216	#FFFFFF	ComboBoxItem > Border#ItemBorder > ContentPresenter#PART_ContentPresenter > TextBlock	Örnek seçenek
acilir-liste	dinlenik	yazi	18.69	#121216	#FFFFFF	ToolTip > Border > ContentPresenter#PART_ContentPresenter > TextBlock	İpucu metni
acilir-liste	dinlenik	yazi	18.69	#121216	#FFFFFF	FlyoutPresenter > Border > ContentPresenter#PART_ContentPresenter > TextBlock	Açılır kutu metni
acilir-liste	pressed	yazi	18.69	#121216	#FFFFFF	ComboBoxItem > Border#ItemBorder > ContentPresenter#PART_ContentPresenter > TextBlock	Örnek seçenek
acilir-liste	focus-visible	yazi	18.69	#121216	#FFFFFF	ComboBoxItem > Border#ItemBorder > ContentPresenter#PART_ContentPresenter > TextBlock	Örnek seçenek
ana-donustur	dinlenik	yazi	18.70	#111215	#FFFFFF	StackPanel > Border > StackPanel > TextBlock#TxtConvertValidation @ScrollViewer#PageConvert	Örnek 0.9
ana-kucult	dinlenik	yazi	18.71	#111215	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @ScrollViewer#PageShrink	Browse
ana-kucult	focus-visible	yazi	18.71	#111215	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @ScrollViewer#PageShrink	Browse
ana-gelismis	dinlenik	simge	18.71	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#GlyphPerformance @Button#BtnPerformanceExpand	GlyphPerformance
ana-donustur	dinlenik	yazi	18.74	#111215	#FFFFFF	StackPanel > Border > StackPanel > TextBlock#TxtConvertStage @ScrollViewer#PageConvert	Idle
ana-kucult	dinlenik	yazi	18.75	#111215	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#Chip100	100
ana-kucult	dinlenik	yazi	18.75	#111215	#FFFFFF	Border#TargetPanel > StackPanel > StackPanel > TextBlock#TxtQualityTargetNotice @ScrollViewer#PageShrink	Load a video; a quality target can only …
ana-kaydedici	dinlenik	simge	18.76	#111215	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnMini	Path
ana-kaydedici	pointerover	simge	18.76	#111215	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnMini	Path
ana-kaydedici	focus-visible	simge	18.76	#111215	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnMini	Path
ana-kaydedici	edilgen	simge	18.76	#111215	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnMini	Path
ana-kucult	dinlenik	yazi	18.77	#111215	#FFFFFF	StackPanel > SutunIzgara#OutputFacts > StackPanel > TextBlock#TxtRemaining @ScrollViewer#PageShrink	-
ana-kucult	dinlenik	yazi	18.77	#111215	#FFFFFF	CheckBox#ChkWhatsAppCompatible > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkWhatsAppCompatible	WhatsApp Compatible (H.264)
ana-kucult	dinlenik	yazi	18.77	#111215	#FFFFFF	Panel > ContentPresenter#PART_ContentPresenter > Grid > TextBlock#TxtAudioSummary @Button#BtnAudioToggle	Automatic · Automatic · Automatic
ana-kucult	dinlenik	yazi	18.77	#111215	#FFFFFF	StackPanel > WrapPanel#FilterPanel > StackPanel > TextBlock @ScrollViewer#PageShrink	Color Matrix
ana-kucult	dinlenik	yazi	18.77	#111215	#FFFFFF	RadioButton#RbFltColor601 > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFltColor601	BT.601
ana-kucult	pointerover	yazi	18.77	#111215	#FFFFFF	CheckBox#ChkWhatsAppCompatible > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkWhatsAppCompatible	WhatsApp Compatible (H.264)
ana-kucult	pressed	yazi	18.77	#111215	#FFFFFF	CheckBox#ChkWhatsAppCompatible > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkWhatsAppCompatible	WhatsApp Compatible (H.264)
ana-kucult	focus-visible	yazi	18.77	#111215	#FFFFFF	CheckBox#ChkWhatsAppCompatible > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkWhatsAppCompatible	WhatsApp Compatible (H.264)
ana-kucult	checked	yazi	18.77	#111215	#FFFFFF	CheckBox#ChkWhatsAppCompatible > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkWhatsAppCompatible	WhatsApp Compatible (H.264)
ana-kucult	pointerover	yazi	18.77	#111215	#FFFFFF	Panel > ContentPresenter#PART_ContentPresenter > Grid > TextBlock#TxtAudioSummary @Button#BtnAudioToggle	Automatic · Automatic · Automatic
ana-kucult	focus-visible	yazi	18.77	#111215	#FFFFFF	Panel > ContentPresenter#PART_ContentPresenter > Grid > TextBlock#TxtAudioSummary @Button#BtnAudioToggle	Automatic · Automatic · Automatic
ana-kucult	edilgen	yazi	18.77	#111215	#FFFFFF	Panel > ContentPresenter#PART_ContentPresenter > Grid > TextBlock#TxtAudioSummary @Button#BtnAudioToggle	Automatic · Automatic · Automatic
ana-kucult	pointerover	yazi	18.77	#111215	#FFFFFF	RadioButton#RbFltColor601 > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFltColor601	BT.601
ana-kucult	pressed	yazi	18.77	#111215	#FFFFFF	RadioButton#RbFltColor601 > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFltColor601	BT.601
ana-kucult	focus-visible	yazi	18.77	#111215	#FFFFFF	RadioButton#RbFltColor601 > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFltColor601	BT.601
ana-kucult	checked	yazi	18.77	#111215	#FFFFFF	RadioButton#RbFltColor601 > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFltColor601	BT.601
ana-kucult	dinlenik	yazi	18.79	#111115	#FFFFFF	StackPanel > StackPanel > StackPanel > TextBlock#TxtChipDerivation @ScrollViewer#PageShrink	Target 16 MB · Automatic · Fill Target
ana-kaydedici	dinlenik	yazi	18.79	#111115	#FFFFFF	Border#ResultPanel > StackPanel > Grid#WarningRow > TextBlock#TxtWarning @ScrollViewer#PageRecorder	Örnek 0.9
ana-gelismis	dinlenik	yazi	18.79	#111115	#FFFFFF	Border#AiPanel > StackPanel > StackPanel#AiDetails > TextBlock @ScrollViewer#PageAdvanced	• This step is optional. • Copy a prompt…
ana-ayarlar	dinlenik	yazi	18.79	#111215	#FFFFFF	Border#GeneralSettingsPanel > StackPanel > StackPanel > TextBlock @ScrollViewer#PageSettings	Manual uses the FFmpeg you choose instea…
ana-ayarlar	dinlenik	yazi	18.79	#111115	#FFFFFF	CheckBox#ChkFollowRecording > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFollowRecording	Follow the Recording in Every Tab
ana-ayarlar	pointerover	yazi	18.79	#111115	#FFFFFF	CheckBox#ChkFollowRecording > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFollowRecording	Follow the Recording in Every Tab
ana-ayarlar	pressed	yazi	18.79	#111115	#FFFFFF	CheckBox#ChkFollowRecording > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFollowRecording	Follow the Recording in Every Tab
ana-ayarlar	focus-visible	yazi	18.79	#111115	#FFFFFF	CheckBox#ChkFollowRecording > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFollowRecording	Follow the Recording in Every Tab
ana-ayarlar	checked	yazi	18.79	#111115	#FFFFFF	CheckBox#ChkFollowRecording > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFollowRecording	Follow the Recording in Every Tab
ana-kaydedici	dinlenik	yazi	18.80	#111115	#FFFFFF	CheckBox#ChkShowClicks > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkShowClicks	Show clicks with a ring
ana-kaydedici	pointerover	yazi	18.80	#111115	#FFFFFF	CheckBox#ChkShowClicks > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkShowClicks	Show clicks with a ring
ana-kaydedici	pressed	yazi	18.80	#111115	#FFFFFF	CheckBox#ChkShowClicks > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkShowClicks	Show clicks with a ring
ana-kaydedici	focus-visible	yazi	18.80	#111115	#FFFFFF	CheckBox#ChkShowClicks > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkShowClicks	Show clicks with a ring
ana-kaydedici	checked	yazi	18.80	#111115	#FFFFFF	CheckBox#ChkShowClicks > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkShowClicks	Show clicks with a ring
ana-kucult	dinlenik	yazi	18.81	#111115	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#Chip25	25
ana-kucult	dinlenik	yazi	18.81	#111115	#FFFFFF	StackPanel > SutunIzgara#OutputFacts > StackPanel > TextBlock#TxtDurationValue @ScrollViewer#PageShrink	-
ana-kucult	dinlenik	yazi	18.81	#111115	#FFFFFF	Border#SourcePanel > StackPanel > Grid#SourceCard > TextBlock#TxtFileName @ScrollViewer#PageShrink	Drop any media file here, or browse.
ana-ayarlar	dinlenik	yazi	18.81	#111115	#FFFFFF	Border#GeneralSettingsPanel > StackPanel > StackPanel > TextBlock @ScrollViewer#PageSettings	Fixed folder sends every output to the s…
ana-ayarlar	dinlenik	yazi	18.81	#111115	#FFFFFF	StackPanel > Grid > StackPanel > TextBlock @ScrollViewer#PageSettings	Sets the target size the Shrink tab open…
ana-kucult	dinlenik	yazi	18.82	#111115	#FFFFFF	StackPanel > WrapPanel#FilterPanel > StackPanel > TextBlock @ScrollViewer#PageShrink	Deinterlace
ana-kucult	dinlenik	yazi	18.82	#111115	#FFFFFF	RadioButton#RbFltDeintOn > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFltDeintOn	On
ana-kucult	pointerover	yazi	18.82	#111115	#FFFFFF	RadioButton#RbFltDeintOn > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFltDeintOn	On
ana-kucult	pressed	yazi	18.82	#111115	#FFFFFF	RadioButton#RbFltDeintOn > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFltDeintOn	On
ana-kucult	focus-visible	yazi	18.82	#111115	#FFFFFF	RadioButton#RbFltDeintOn > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFltDeintOn	On
ana-kucult	checked	yazi	18.82	#111115	#FFFFFF	RadioButton#RbFltDeintOn > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFltDeintOn	On
ana-ayarlar	dinlenik	yazi	18.82	#111115	#FFFFFF	StackPanel > Grid#LanguageThemeRow > StackPanel > TextBlock @ScrollViewer#PageSettings	Changes every colour in the program and …
ana-ayarlar	dinlenik	yazi	18.82	#111115	#FFFFFF	Border#GeneralSettingsPanel > StackPanel > StackPanel > TextBlock#LblOpenSubtitlesStatus @ScrollViewer#PageSettings	Not signed in — subtitle downloads need …
ana-gelismis	dinlenik	yazi	18.84	#111115	#FFFFFF	Border#AiPanel > StackPanel > Grid > TextBlock#TxtAiHint @ScrollViewer#PageAdvanced	• This step is optional. • Copy a prompt…
ana-kucult	dinlenik	yazi	18.86	#101114	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnShareCancel	Cancel the Upload
ana-kucult	focus-visible	yazi	18.86	#101114	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnShareCancel	Cancel the Upload
ana-kaydedici	dinlenik	yazi	18.86	#101114	#FFFFFF	Grid > SutunIzgara#StripStats > StackPanel > TextBlock#TxtDropped @ScrollViewer#PageRecorder	0
ana-kucult	dinlenik	simge	18.87	#101114	#FFFFFF	Panel > ContentPresenter#PART_ContentPresenter > Grid > Path#GlyphAdvanced @Button#BtnAdvancedToggle	GlyphAdvanced
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#ChipArchive	Archive
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#Chip134	134
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#Chip180	180
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	StackPanel > StackPanel > StackPanel#PresetUndoBar > TextBlock#TxtPresetUndo @ScrollViewer#PageShrink	Örnek 0.9
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnPresetUndo	Undo
ana-kucult	dinlenik	simge	18.87	#101114	#FFFFFF	Panel > ContentPresenter#PART_ContentPresenter > Grid > Path#GlyphQuality @Button#BtnQualityToggle	GlyphQuality
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	RadioButton#RbCodecAuto > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbCodecAuto	Automatic
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	RadioButton#RbFillTarget > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFillTarget	Fill Target
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	RadioButton#RbHdrPreserve > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbHdrPreserve	Preserve HDR
ana-kucult	dinlenik	simge	18.87	#101114	#FFFFFF	Panel > ContentPresenter#PART_ContentPresenter > Grid > Path#GlyphAudio @Button#BtnAudioToggle	GlyphAudio
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	StackPanel#AudioBody > Grid > WrapPanel > TextBlock#TxtAdvAudioKbpsNow @ScrollViewer#PageShrink	Örnek 0.9
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	StackPanel#AudioBody > Grid > WrapPanel > TextBlock#TxtAdvAudioChannelsNow @ScrollViewer#PageShrink	Örnek 0.9
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	StackPanel#AudioBody > Grid > WrapPanel > TextBlock#TxtAdvAudioCodecNow @ScrollViewer#PageShrink	Örnek 0.9
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnAddSubtitle	Add Subtitle File
ana-kucult	dinlenik	simge	18.87	#101114	#FFFFFF	Panel > ContentPresenter#PART_ContentPresenter > Grid > Path#GlyphFrame @Button#BtnFrameToggle	GlyphFrame
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	CheckBox#ChkResolution > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkResolution	May Lower Resolution
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	RadioButton#RbFixedSource > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFixedSource	Source
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	RadioButton#RbFixed1080 > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFixed1080	1080p
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	StackPanel#FrameBody > Grid > WrapPanel > TextBlock#TxtAdvMinResolutionNow @ScrollViewer#PageShrink	Örnek 0.9
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	StackPanel#FrameBody > Grid > WrapPanel > TextBlock#TxtAdvMinFpsNow @ScrollViewer#PageShrink	Örnek 0.9
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	Panel > ContentPresenter#PART_ContentPresenter > Grid > TextBlock#TxtAdvancedSummary @Button#BtnAdvancedToggle	All Automatic
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	RadioButton#RbAdvModeAuto > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbAdvModeAuto	Automatic
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	RadioButton#RbAdvModeCrf > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbAdvModeCrf	CRF
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	StackPanel#AdvancedBody > Grid > WrapPanel > TextBlock#TxtAdvCrfNow @ScrollViewer#PageShrink	Örnek 0.9
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	StackPanel#AdvancedBody > Grid > WrapPanel > TextBlock#TxtAdvPresetNow @ScrollViewer#PageShrink	Örnek 0.9
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	StackPanel#AdvancedBody > Grid > WrapPanel > TextBlock#TxtAdvTuneNow @ScrollViewer#PageShrink	Örnek 0.9
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	RadioButton#RbAdvPathAuto > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbAdvPathAuto	Automatic
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	RadioButton#RbAdvPathSoftware > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbAdvPathSoftware	Software
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	StackPanel#AdvancedBody > Grid > WrapPanel > TextBlock#TxtAdvCodecLockNow @ScrollViewer#PageShrink	Örnek 0.9
ana-kucult	dinlenik	yazi	18.87	#101114	#FFFFFF	RadioButton#RbFltDeintAuto > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFltDeintAuto	Automatic
